FEATURE_ID,FEATURE_NAME,FEATURE_CLASS,STATE_ALPHA,STATE_NUMERIC,COUNTY_NAME,COUNTY_NUMERIC,PRIM_LAT_DEC,PRIM_LONG_DEC,ELEV_IN_M,ELEV_IN_FT,MAP_NAME,DATE_CREATED,DATE_EDITED,DESCRIPTION,HISTORY
1504000,Clayton,Populated Place,WA,53,Stevens,65,47.9968372,-117.5582841,687,2254,Clayton,9/10/1979,1/19/2011,,The variant name Clavton was a typographical error during data compilation.
1504015,Cleveland High School,School,WA,53,King,33,47.5523113,-122.3140165,48,157,Seattle South,9/10/1979,12/15/2014,"5511 15th Avenue South, Seattle, WA  98108",
1504072,Collins Creek,Stream,WA,53,Skamania,59,45.6987286,-121.7275752,26,85,Mount Defiance,9/10/1979,,"Flows S to Columbia River 10 miles W of Hood River, Oregon.",
1511164,Monohon,Locale,WA,53,King,33,47.5798226,-122.0748429,22,72,Issaquah,12/31/1992,,On the southeast shore of Lake Sammamish 6.1 km (3.8 mi) northwest of Issaquah.,"Reportedly named for Martin Monohon, a farmer who settled in the area in 1871."
1511303,Servia,Populated Place,WA,53,Adams,1,46.9229201,-118.7547181,391,1283,Roxboro,9/10/1979,,,"When the Milwaukee Railway was built through the area, the station was named by its officials for the Kingdom of Servia, later part of Yugoslavia (Place Names of WA/p269)."
1511561,Awtskin Canyon,Locale,WA,53,Whitman,75,47.2571156,-117.4332476,656,2152,Plaza,9/10/1979,3/14/2008,"Located 5.1 km (3.2 mi) northwest of Rosalia, just east of Pine Creek",ôAwtskinö is the Coeur dÆAlene word for ô(we) looked out (for our enemy)ö
1511568,Toutle,Populated Place,WA,53,Cowlitz,15,46.3248338,-122.7365001,152,499,Toutle,12/31/1992,,"WSW of the junction of the North and South Forks of Toutle River, 12.9 km (8 mi) NE of the community of Castle Rock.",
1511579,Porcupine Bay,Bay,WA,53,Lincoln,43,47.8796045,-118.1527562,394,1293,McCoy Lake,5/1/1989,,"On the S shore of the Spokane River arm of Franklin D. Roosevelt Lake, 24.1 km (15 mi) N of Davenport.",
1511580,Marmes Rock Shelter,Locale,WA,53,Franklin,21,46.6145896,-118.2032969,163,535,Starbuck West,7/1/1990,,This is a well known Prehistoric archaeological site,
1511627,Mount Molly,Summit,WA,53,Thurston,67,46.9537084,-123.0895892,357,1171,Littlerock,7/1/1990,,Located in Capitol State Forest.,"Name first applied by U.S. Geological Survey (USGS) to its 1986 Littlerock quad; no name information in U.S. Geological Survey (USGS) field notes.  According to ""Thurston County Place Names"" (1992), name origin unknown."
1511648,Mount Vernon High School,School,WA,53,Skagit,57,48.4235115,-122.3285182,56,184,Mount Vernon,9/10/1979,9/15/2010,"314 North 9th Street, Mount Vernon, WA  98273",
1511651,Ruby Creek,Stream,WA,53,Kitsap,35,47.5012064,-122.6479145,50,164,Bremerton West,12/31/1992,,"Heads in Square Lake, flows NE to Blackjack Creek, S of Fernwood.",
1511659,Ruby Island,Island,WA,53,Pacific,49,46.2803782,-124.0490422,1,3,Cape Disappointment,1/1/1992,,located in Baker Bay,
1511663,Mason City,Populated Place,WA,53,Okanogan,47,47.9665416,-118.9677986,400,1312,Grand Coulee Dam,1/1/1992,,now part of Coulee Dam (ppl),
1511665,Lake Wilderness Resort,Locale,WA,53,King,33,47.3751011,-122.0387271,143,469,Maple Valley,1/1/1992,,Summer Resort,
1511675,Swinging Bridge Park (historical),Park,WA,53,Grays Harbor,27,47.1109265,-123.5584967,40,131,Prices Peak,1/1/1992,2/7/2012,,"The park no longer exists, and is now on private property where all relevant trespassing laws apply."
1509587,Winn Lake,Lake,WA,53,Whitman,75,46.6686543,-118.177528,336,1102,Palouse Falls,9/10/1979,6/28/2011,At the head of Winn Lake Canyon 2.2 miles E of Palouse Falls and 5.5 miles S of Hooper Junction.,
1509606,Willard Creek,Stream,WA,53,Skagit,57,48.5284415,-122.2790478,15,49,Alger,9/10/1979,,Flows NW to Thomas Creek 2.5 miles NW of Sedro-Woolley.,
1509630,Woodard Bay,Bay,WA,53,Thurston,67,47.131485,-122.8429154,0,0,Longbranch,9/10/1979,,On the W shore of Henderson Inlet 10.5 km (6.5 mi) NNE of Olympia.,Named for Harvey and Solome Woodard who settled here in 1853.
1509631,Woodard Creek,Stream,WA,53,Thurston,67,47.116485,-122.8631941,21,69,Lacey,9/10/1979,,Heads just E of Olympia and flows N to Woodard Bay 6 miles N of Olympia.,Named for Harvey and Solome Woodard who settled here in 1853.
1509678,Biddle Butte,Summit,WA,53,Skamania,59,45.5798408,-122.2081447,417,1368,Bridal Veil,12/31/1992,,3.5 km (2.2 mi) W of Prindle and 2.1 km (1.3 mi) NE of Mount Pleasant.,"Named for Henry J. Biddle (1862-1928), an early conservationist in the area who owned the side and actively encouraged its publis use."
1509693,May Creek,Locale,WA,53,King,33,47.5331552,-122.2012332,7,23,Mercer Island,12/31/1992,,"On the E shore of Lake Washington, 1.3 km (0.8 mi) N of Kennydale and 4 km (2.5 mi) NE of Seattle.",
1509695,Wawawai Landing,Locale,WA,53,Whitman,75,46.6296036,-117.3810123,225,738,Almota,12/31/1992,,On the E bank of Lower Granite Lake 11.5 miles SW of Pullman,
1509696,Maury,Populated Place,WA,53,King,33,47.3881546,-122.379847,38,125,Vashon,12/31/1992,,On the E side of Maury Island 2.4 km (1.5 mi) E of Fern Heath and 3.5 km (2.2 mi) E of Mileta.,Name honors Lieutenant William L. Maury of the 1841 Wilkes Expedition.
1509697,Lone Rock,Pillar,WA,53,Chelan,7,47.2976296,-120.0972821,289,948,Rock Island Dam,12/31/1992,,"On the W bank of the Columbia River, 4.8 km (3 mi) S of Rock Island Dam 20.8 km (13 mi) SE of Wenatchee.  (US-T121)",So named between 1900 and 126 by local settlers.  (US-T121)
1509698,Squaw Lake,Lake,WA,53,Skamania,59,45.6736659,-121.9319847,112,367,Bonneville Dam,12/31/1992,8/2/2013,"One of the Blue Lakes, just SE of Blue Lake, 2 miles NE of North Bonneville and 2.5 miles SW of Stevenson",
1509699,Schultheis Canyon,Valley,WA,53,Whitman,75,46.5354379,-117.2446129,226,741,Colton,12/31/1992,,Trends SW to open out at Lower Granite Lake on the Snake River 13 miles S of Pullman,Named for the Schultheis family who lived at the head of the canyon
1509700,Wawawai Bay,Bay,WA,53,Whitman,75,46.6357148,-117.3782344,225,738,Almota,12/31/1992,,"On E bank of Lower Granite Lake on the Snake River, 11 miles SW of Pullman",
1509701,Wiggins Head,Cape,WA,53,San Juan,55,48.7481611,-122.8929642,1,3,Eastsound,12/31/1992,,"On Sucia Island, in the San Juan Islands, on NE shore of Fossil Bay, bound on the NE by Mud Bay and Snoring Bay.",Named for Charles Henry Wiggins who in the 1880's established a homestead near the W end of Mud Bay; the Wiggins family lived on the island for approximately 30 years
1509702,Goodnough Creek,Stream,WA,53,Pierce,53,47.3803743,-122.6259656,2,7,Olalla,12/31/1992,,"Flows W to Henderson Bay, 1.1 km (0.7 mi) S of Purdy.","Named for Wiley C. Goodnough (1885-1953), who owned the land through which the creek flows."
1509703,Jamaica Day Creek,Stream,WA,53,Grays Harbor,27,46.941486,-123.2998743,16,52,Malone,12/31/1992,,Flows NW to Porter Creek at Porter.,"Named for Jamaica Day Bond (?-1980), who lived along the creek."
1509704,LaSota Falls,Falls,WA,53,Pend Oreille,51,48.7721446,-117.0685645,1074,3524,Helmer Mountain,12/31/1992,,On North Fork Granite Creek 0.48 km (0.3 mi) NW of Granite Falls and 16.1 km (10 mi) NW of Priest Lake.,"Named for Felix LaSota (1886-1980), pioneer, postmaster and civic leader in Pend Oreille County."
1509705,Belspeox Point,Cape,WA,53,Mason,45,47.1809291,-122.9151424,1,3,Squaxin Island,12/31/1992,,"On the SW side of Squaxin Island, in Squaxin Passage 4.7 km (2.9 mi) NNW of Boston Harbor.",A transliteration of the Skwaks-namish Indian word 'Blspe'ux' meaning 'where there are seagulls.'
1509706,Monument Island,Island,WA,53,Benton,5,45.9259663,-119.6066928,81,266,Paterson,12/31/1992,,"In Lake Umatilla in the Columbia River, 1.6 km (1 miW SW of Paterson and 1.1 km (0.7 mi) NE of Big Blalock Island.",
1509707,Seafarm Cove,Bay,WA,53,Mason,45,47.1934291,-122.9043086,0,0,Squaxin Island,12/31/1992,,"On the E shore of Squaxin Island, in Peale Passage 5.9 km (3.7 mi) N of Boston Harbor.",Named for the net pens used in salmon rearing which is in operation in this cove.
1509708,Tuckapahwox Point,Cape,WA,53,Mason,45,47.2131512,-122.9276437,1,3,Squaxin Island,12/31/1992,,On the NW shore of Squaxin Island in Pickering Passage 8.7 km (5.4 mi) NNW of Boston Harbor.,A transliteration of the Skwaks-namish Indian word 'Tupa'wax' meaning 'crane.'
1509709,Little Fishtrap,Bay,WA,53,Thurston,67,47.1539849,-122.8765287,1,3,Squaxin Island,12/31/1992,,"On the S shore of Dana Passage, 0.97 km (0.6 mi) SW of Big Fishtrap and 2.4 km (1.5 mi) NE of the community of Boston Harbor.",
1509710,Middle Branch Newman Creek,Stream,WA,53,Grays Harbor,27,47.0320397,-123.444882,26,85,Elma,12/31/1992,,"Flows S to join the East Branch to form Newman Creek, 3.5 km (2.2 mi) NW of Elma.  (US-T121)",
1509711,Venema Creek,Stream,WA,53,King,33,47.710931,-122.3720736,13,43,Seattle North,12/31/1992,,"Flows SW to Pipers Creek, 3.7 km (2.3 mi) S of The Highlands.  (US-T121)","Named for Harry G. Venema (1885-1968), who settled along the stream in 1919.  (US-T121)"
1509712,Owl Creek,Stream,WA,53,Skamania,59,45.6970612,-121.8800796,55,180,Bonneville Dam,12/31/1992,,Flows SE to Kanaka Creek in the town of Stevenson.  (US-T121),Named for the migrating owls that nest in the area each year.  (US-T121)
1509713,Long Hollow Bay,Bay,WA,53,Whitman,75,46.7034902,-117.6557537,195,640,Ping,12/31/1992,,On the N bank of Lake Bryan in the Snake River at the mouth of Long Hollow 5 km (3.1 mi( E of Penawawa.  (US-T121),
1509714,New York Island,Island,WA,53,Columbia,13,46.6040391,-117.8746575,198,650,Dodge,12/31/1992,,"In Lake Bryan in the Snake River, 6.1 km (3.8 mi) NE of Big Goose Bay and 7 km (4.4 mi) SE of Hay.  (US-T121)","Name derived from the former sandbar, New York Bar, most of which was submerged when Lake Bryan was formed.  (US-T121)"
1509715,Shobe Spring,Spring,WA,53,Adams,1,46.8237648,-118.014394,420,1378,Rattlesnake Canyon,12/31/1992,,1.1 km (0.7 mi) S of Turner Springs and 12.8 km (8 mi) NE of Hooper.  (US-T121),
1509716,Souther Creek,Stream,WA,53,Skamania,59,45.7020613,-121.8567455,30,98,Carson,12/31/1992,,Flows S to the Columia River 2.5 mi SW of Carson,"Named for the Souther family, owners of the land the stream flows through"
1509717,Newbert Creek,Stream,WA,53,Jefferson,31,47.878407,-124.5882671,4,13,Quillayute Prairie,12/31/1992,,"In Olympic National Park and flows S to Strawberry Bay, 3 mi SW of LaPush",Named for the Newbert family who homesteaded this area in 1907
1509718,Forgotten Springs,Spring,WA,53,Clark,11,45.6220622,-122.2898133,128,420,Washougal,12/31/1992,,.7 mi N of Mount Norway and 4 mi NE of Washougal,
1509719,Buoy Bay,Bay,WA,53,San Juan,55,48.6184371,-122.8082365,0,0,Blakely Island,12/31/1992,,"On the SE shore of Orcas Island, along Rosario Strait, 11 mi NW of Anacortes",Named because of the large number of small anchor buoys located here for the moorage of private boats
1509720,Hump Island,Island,WA,53,Cowlitz,15,46.1623333,-123.0595602,2,7,Coal Creek,12/31/1992,,"Man-made island in the Columbia River along S side of Fisher Island, 5 mi W of Longview",
1509721,Black Lake,Lake,WA,53,Skamania,59,45.662617,-121.9256364,86,282,Bonneville Dam,12/31/1992,,"SE of Little Black Lake, 1.3 mi NE of North Bonneville and 3 mi SW of Stevenson",
1509722,Pewawai Creek,Stream,WA,53,Garfield,23,46.5532153,-117.2737817,227,745,Granite Point,12/31/1992,,Flows N to Lower Granite Lake on the Snake River 12.5 mi S of Pullman,Nez Perce word for 'small creek.'
1509723,Knoxway Bay,Bay,WA,53,Garfield,23,46.5787702,-117.3315636,225,738,Granite Point,12/31/1992,,"On S shore of Lower Granite Lake on the Snake River, 12 mi SW of Pullman",
1509724,Hoot Creek,Stream,WA,53,Kitsap,35,47.6489837,-122.6582004,22,72,Poulsbo,12/31/1992,,"0.64 km (0.4 mi) E of Island Lake, flows S to Barker Creek, 1.9 km (1.2 mi) NE of Dyes Inlet.","Named for Donald E. ""Hoot"" Stingle, who lived on the property the stream flows through."
1509725,Brock Creek,Stream,WA,53,Cowlitz,15,46.1959441,-123.0512272,90,295,Coal Creek,12/31/1992,,"Heads near Eufaula Heights, flows SSE to Harmony Creek, 0.32 km (0.2 mi) W of Eufaula, and 2.4 km (1.5 mi) W of Coal Creek.","Named for Benjamin Franklin Brock (1848-1923), who founded a logging camp on Mosquito Creek."
1509726,Goff Creek,Stream,WA,53,King,33,47.6178772,-122.1692895,35,115,Mercer Island,12/31/1992,,"Flows S to an unnamed stream, in the city of Bellevue.",Named for Alvin and Mary Goff who homesteaded here in the mid 1880's.
1509727,Boundary Pass,Channel,WA,53,San Juan,55,48.7401031,-123.0763009,0,0,Waldron Island,9/10/1979,,"connects Haro Strait with the Strait of Georgia along the Canada-United States boundary; bounded on the N by a line connection East Point (Saturna Island), British Columbia, and Alden Point (Patos Island), Washington; on the SE by a line between Alden Point (Patos Island) and Point Hammond (Waldron Island), then from Sandy Point (Waldron Island) to Charles Point (Stuart Island); on the SW by a line connecting Turn Point (Stuart Island), Washington and Point Fairfax (Moseby Island), British Columbia; and on the W by a line extending from Pelorus Point (Moseby Island) to Wallace Point (North Pender Island), and to Tilly Point (South Pender Island) and then from Teece Point (South Pender Island) to Taylor Point (Saturna Island).",
1509728,Haro Strait,Channel,WA,53,San Juan,55,48.6906549,-123.2435263,0,0,Stuart Island,9/10/1979,5/20/2011,"Along the Canada-United States boundary between Vancouver Island, British Columbia and the San Juan Islands, Washington, and connecting the Strait of Juan de Fuca and Boundary Pass; The S end is formed by a line between Seabird Point (Discovery Island), British Columbia and Cattle Point (San Juan Island), Washington; The W boundary is formed by a line extending from the N shore of Discovey Island through Chatham Island to Cadboro Point (Vancouver Island);  the N boundary is formed by a line from the N tip of Assnich Peninsula (Vancouver Island) through Harry Point (Piers Island) to Kanaka Bluff (Portland Island) and then from the N tip of Portland Island to Reynard Point (Moresby Island) and from Point Fairfax (Moresby Island), British Columbia, to Turn Point (Stuart Island), Washington; the E boundary is formed by a line extending from the S tip of Stuart Island to McCracken Point (Henry Island) to Mitchell Bay (San Juan Island).",Named Canal de Lopez de Haro by the Spanish explorer Manuel Quimper in 1790 in hnor of his sailing master.
1509730,Strait of Georgia,Channel,WA,53,Whatcom,73,48.8314948,-122.9446325,0,0,Sucia Island,9/10/1979,,"Mostly in Canada; extends NW from the N ends of Rosario Strait and Boundary Pass between Vancouver Island and the Mainland of British Columbia; the southern boundary extends from East Point (Saturna Island), British Columbia to Alden Point (Patos Island), Washington, then follows the n shores of Patos, Sucia, Matia, and Puffin Islands and continues along a line to Point Migley (Lummi Island).","Named Gulf of Georgia by Captain George Vancouver, Royal Navey, in 1792 in honor of King George III of England."
1509731,Tshimakain Creek,Stream,WA,53,Stevens,65,47.9118331,-117.8057921,538,1765,Ford,12/31/1992,,"Heads on the W slope of Becks Hill and flows NW to Chamokane Creek, 24 mi NW of Spokane",
1509732,Truax Canyon,Valley,WA,53,Garfield,23,46.5762701,-117.3321191,226,741,Granite Point,12/31/1992,,"Trends N to Knoxway Bay on Lower Granite Lake, 12 mi SW of Pullman",Named for Major Truax who lived and worked in this area
1509733,Jackson House,Building,WA,53,Lewis,41,46.5414953,-122.8215072,167,548,Jackson Prairie,12/31/1992,,an historical site,
1509773,Trinity Lutheran College,School,WA,53,King,33,47.5713437,-122.0381881,155,509,Issaquah,8/1/1990,9/15/2010,"4221 228th Avenue Southeast, Issaquah, WA  98029",
1509786,Tillicum Middle School,School,WA,53,King,33,47.5983842,-122.1257469,94,308,Mercer Island,8/1/1990,12/15/2014,"16020 Southeast 16th Street, Bellevue, WA  98008",
1509793,Olympic Middle School,School,WA,53,King,33,47.2922363,-122.2172349,33,108,Auburn,8/1/1990,9/15/2010,"1825 K Street Southeast, Auburn, WA  98002-6999",
1509812,Bishop Blanchet High School,School,WA,53,King,33,47.6895246,-122.3360103,65,213,Seattle North,8/1/1990,12/15/2014,"8200 Wallingford Avenue North, Seattle, WA  98103",
1509813,Saint John School,School,WA,53,King,33,47.6864038,-122.3571219,102,335,Seattle North,8/1/1990,12/15/2014,"120 North 79th Street, Seattle, WA  98103",
1509814,North Seattle College,School,WA,53,King,33,47.699484,-122.3320851,81,266,Seattle North,8/1/1990,12/15/2014,"9600 College Way North, Seattle, WA  98103",
1509815,Northgate Christian Academy,School,WA,53,King,33,47.7052585,-122.3416245,103,338,Seattle North,8/1/1990,12/15/2014,"10510 Stone Avenue North, Seattle, WA  98133",
1509819,Northwest Hospital,Hospital,WA,53,King,33,47.7145761,-122.3361775,121,397,Seattle North,8/1/1990,9/15/2010,"1550 North 115th Street, Seattle, WA  98133",
1509820,Christ the King Elementary School,School,WA,53,King,33,47.7133111,-122.35352,135,443,Seattle North,8/1/1990,12/15/2014,"415 North 117th Street, Seattle, WA  98133",
1509826,Shorecrest High School,School,WA,53,King,33,47.7410521,-122.3033889,118,387,Seattle North,8/1/1990,9/15/2010,"15343 25th Avenue Northeast, Shoreline, WA  98155-7321",
1509836,Shoreline Community College,School,WA,53,King,33,47.748322,-122.3594063,151,495,Seattle North,8/1/1990,9/15/2010,"16101 Greenwood Avenue, Shoreline, WA  98133",
1509877,Tyee Educational Complex,School,WA,53,King,33,47.4352345,-122.2774796,113,371,Des Moines,8/1/1990,12/15/2014,"4424 South 188th Street, SeaTac, WA  98188-5097",
1509882,Highline Medical Center,Hospital,WA,53,King,33,47.4574338,-122.3432147,88,289,Des Moines,8/1/1990,2/3/2011,"16251 Sylvester Road Southwest, Burien, WA  98166",
1509888,Manhattan Learning Center,School,WA,53,King,33,47.4370341,-122.3283757,105,344,Des Moines,8/1/1990,12/19/2014,"440 South 186th Street, Des Moines, WA  98148",
1509898,Holy Names Academy,School,WA,53,King,33,47.6260397,-122.3041995,117,384,Seattle North,8/1/1990,12/15/2014,"728 21st Avenue East, Seattle, WA  98112",
1509901,Saint Anne School,School,WA,53,King,33,47.6310936,-122.3586367,113,371,Seattle North,8/1/1990,12/15/2014,"101 West Lee Street, Seattle, WA  98119",
1509907,Villa Academy,School,WA,53,King,33,47.6636183,-122.2733362,74,243,Seattle North,8/1/1990,12/15/2014,"5001 Northeast 50th Street, Seattle, WA  98105",
1509909,B F Day Elementary School,School,WA,53,King,33,47.6547402,-122.3491396,57,187,Seattle North,8/1/1990,12/15/2014,"3921 Linden Avenue North, Seattle, WA  98103-7896",
1509910,Saint Benedict Catholic School,School,WA,53,King,33,47.6639339,-122.3366808,76,249,Seattle North,8/1/1990,12/15/2014,"4811 Wallingford Avenue North, Seattle, WA  98103",
1509916,Assumption Saint Bridget School,School,WA,53,King,33,47.6749188,-122.2928783,98,322,Seattle North,8/1/1990,12/15/2014,"6220 32nd Avenue Northeast, Seattle, WA  98115",
1509925,Saint George Parish School,School,WA,53,King,33,47.5562547,-122.3166405,48,157,Seattle South,8/1/1990,12/15/2014,"5117 13th Avenue South, Seattle, WA  98108",
1509928,Hawthorne Elementary School,School,WA,53,King,33,47.5657691,-122.2833725,34,112,Seattle South,8/1/1990,12/15/2014,"4100 39th Avenue South, Seattle, WA  98118",
1509967,Coyote Islands (historical),Island,WA,53,Benton,5,45.8651328,-119.6628049,81,266,Boardman,8/1/1990,,Inundated by Lake Umatilla,
1509978,Washington Middle School,School,WA,53,King,33,47.5983945,-122.3038849,78,256,Seattle South,8/1/1990,12/15/2014,"2101 South Jackson Street, Seattle, WA  98144-2298",
1509991,Honey Dew Home School,School,WA,53,King,33,47.4964457,-122.1633554,123,404,Renton,8/1/1990,9/15/2010,"800 Union Avenue Southeast, Renton, WA  98056-4503",
1510035,Grizzly Bear Trail,Trail,WA,53,Columbia,13,46.0101437,-117.7554744,1528,5013,Godman Spring,9/1/1990,,Trail moves into Oregon.,
1510044,Hazen High School,School,WA,53,King,33,47.5012956,-122.1526115,144,472,Mercer Island,9/1/1990,9/15/2010,"1101 Hoquiam Avenue Northeast, Renton, WA  98059-4399",
1510055,Tahoma Senior High School,School,WA,53,King,33,47.3886191,-122.1002645,155,509,Maple Valley,9/1/1990,9/15/2010,"18200 Southeast 240th Street, Kent, WA  98042",
1510071,Saint Thomas School,School,WA,53,King,33,47.6215755,-122.2297707,17,56,Mercer Island,9/1/1990,9/15/2010,"8300 Northeast 12th Street, Medina, WA  98039",
1510075,Saint Monica School,School,WA,53,King,33,47.5688507,-122.2223893,112,367,Mercer Island,9/1/1990,12/15/2014,"4320 87th Avenue Southeast, Mercer Island, WA  98040",
